"innovation_challenge_key","renewed_yorn","top_vertical_market_name","four_quarter_bookings_band","service_fee_amount","software_usage_type","product_type","service_sales_node_base_sub_scms_name","product_sales_channel_code","contract_line_multi_year_discount_yorn","service_contract_classification","installed_product_type","finalPredictions","Prediction"
5821006,"Y",9,5,-0.126728629032879,1,4,2,1,1,1,2,"Y","Correct"
647113,"Y",11,2,-0.126728629032879,1,13,1,9,1,1,2,"Y","Correct"
6512191,"Y",11,2,-0.126728629032879,1,13,1,9,1,1,2,"Y","Correct"
7461548,"Y",11,2,-0.126728629032879,1,13,1,9,1,1,2,"Y","Correct"
3270098,"Y",11,2,-0.126728629032879,1,8,1,9,1,1,2,"Y","Correct"
6455562,"Y",11,2,-0.126728629032879,1,13,1,9,1,1,2,"Y","Correct"
835667,"Y",11,2,-0.126728629032879,1,13,1,9,1,1,2,"Y","Correct"
1802181,"Y",11,2,-0.126728629032879,1,13,1,9,1,1,2,"Y","Correct"
5052451,"Y",11,2,-0.126728629032879,1,13,1,9,1,1,2,"Y","Correct"
242508,"Y",11,2,-0.126728629032879,1,6,1,9,1,1,2,"Y","Correct"
6295925,"Y",1,6,-0.126728629032879,1,7,2,1,1,1,1,"N","Incorrect"
3089635,"Y",11,5,-0.126728629032879,1,13,2,1,1,1,1,"Y","Correct"
1265051,"Y",11,5,-0.126728629032879,1,4,2,1,1,1,1,"Y","Correct"
5305446,"Y",11,5,-0.126728629032879,5,5,2,1,1,1,1,"Y","Correct"
3277907,"N",6,6,-0.126728629032879,3,3,2,9,1,1,1,"N","Correct"
2663287,"N",6,6,-0.126728629032879,3,3,2,9,1,1,1,"N","Correct"
6669195,"Y",4,3,-0.126728629032879,1,7,4,3,1,1,1,"Y","Correct"
828795,"Y",4,3,-0.126728629032879,1,4,2,3,1,1,2,"Y","Correct"
828794,"Y",4,3,-0.126728629032879,1,4,4,3,1,1,2,"Y","Correct"
6003013,"Y",4,3,-0.126728629032879,1,4,2,3,1,1,2,"Y","Correct"
6881379,"Y",9,2,-0.126728629032879,1,6,1,1,1,1,2,"Y","Correct"
2914905,"Y",6,3,-0.126728629032879,3,3,2,1,1,1,1,"Y","Correct"
2693293,"Y",13,2,-0.126728629032879,5,5,4,1,1,1,1,"Y","Correct"
1602169,"Y",13,2,-0.126728629032879,5,5,4,1,1,1,1,"Y","Correct"
4337,"N",13,2,-0.00901881808333769,5,17,2,1,2,1,2,"N","Correct"
1084367,"Y",13,2,-0.126728629032879,5,5,4,1,1,1,1,"Y","Correct"
3670580,"Y",13,2,-0.126728629032879,1,16,4,1,1,1,2,"Y","Correct"
1196061,"Y",10,5,-0.126728629032879,5,10,2,1,1,1,1,"Y","Correct"
1964383,"Y",10,5,-0.126728629032879,1,4,2,1,1,1,1,"Y","Correct"
1196060,"Y",10,5,-0.126728629032879,5,10,2,1,1,1,1,"Y","Correct"
4769062,"Y",10,5,-0.126728629032879,1,4,2,1,1,1,1,"Y","Correct"
1404778,"Y",10,5,-0.126728629032879,5,5,2,1,1,1,1,"Y","Correct"
5560149,"Y",10,5,-0.126728629032879,1,13,2,1,1,1,1,"Y","Correct"
1404779,"Y",10,5,-0.126728629032879,5,5,2,1,1,1,1,"Y","Correct"
1969148,"Y",10,5,-0.126728629032879,5,5,2,1,1,1,1,"Y","Correct"
183030,"Y",10,5,-0.126728629032879,1,16,2,1,1,1,2,"Y","Correct"
183031,"Y",10,5,-0.126728629032879,1,16,2,1,1,1,2,"Y","Correct"
3695989,"Y",10,5,-0.126728629032879,5,5,2,1,1,1,1,"Y","Correct"
1515039,"N",6,5,-0.126728629032879,1,10,2,1,1,1,1,"N","Correct"
4690275,"N",6,5,-0.126728629032879,1,11,2,1,1,1,2,"N","Correct"
426246,"N",6,5,-0.126728629032879,1,10,2,1,1,1,1,"N","Correct"
5194855,"N",6,5,-0.126728629032879,1,11,2,1,1,1,1,"N","Correct"
5632273,"Y",9,5,-0.126728629032879,1,4,2,1,1,4,1,"Y","Correct"
4943630,"N",8,5,-0.126728629032879,3,3,1,1,1,1,1,"N","Correct"
7067849,"N",8,5,-0.126728629032879,3,3,1,1,1,1,1,"N","Correct"
4574,"Y",6,5,-0.116027737128375,1,16,1,9,1,1,2,"Y","Correct"
4580,"N",6,1,-0.103989233735809,1,15,1,3,2,1,2,"N","Correct"
7198182,"Y",4,5,-0.126728629032879,1,13,2,5,1,1,2,"Y","Correct"
1942502,"Y",4,5,-0.126728629032879,1,13,2,5,1,1,2,"Y","Correct"
7140387,"Y",4,5,-0.126728629032879,1,6,2,5,1,1,2,"Y","Correct"
4641160,"Y",4,5,-0.126728629032879,1,13,2,5,1,1,2,"Y","Correct"
3343672,"Y",6,5,-0.126728629032879,1,11,2,1,1,1,2,"Y","Correct"
4749851,"Y",6,5,-0.126728629032879,1,10,2,1,1,1,1,"Y","Correct"
3343670,"Y",6,5,-0.126728629032879,1,11,2,1,1,1,2,"Y","Correct"
3343668,"Y",6,5,-0.126728629032879,1,11,4,1,1,1,2,"Y","Correct"
3343669,"Y",6,5,-0.126728629032879,1,11,2,1,1,1,2,"Y","Correct"
5160548,"Y",6,5,-0.126728629032879,1,11,4,1,1,1,1,"Y","Correct"
5373382,"Y",6,5,0.435068195953568,1,10,2,1,1,1,1,"Y","Correct"
3032386,"Y",6,5,-0.126728629032879,1,10,4,1,1,1,1,"Y","Correct"
3032383,"Y",6,5,-0.126728629032879,1,10,2,1,1,1,1,"Y","Correct"
3032385,"Y",6,5,-0.126728629032879,1,10,2,1,1,1,1,"Y","Correct"
6593355,"Y",6,5,-0.126728629032879,1,10,2,1,1,1,1,"Y","Correct"
4745,"Y",6,5,0.689214378685533,1,11,2,1,1,1,2,"Y","Correct"
6593354,"Y",6,5,-0.126728629032879,1,10,4,1,1,1,1,"Y","Correct"
6593353,"Y",6,5,-0.126728629032879,1,10,2,1,1,1,1,"Y","Correct"
6593357,"Y",6,5,-0.126728629032879,1,10,2,1,1,1,1,"Y","Correct"
4198941,"Y",6,5,-0.0558352201655416,1,11,2,1,1,1,2,"Y","Correct"
3101093,"Y",8,3,-0.126728629032879,1,13,1,9,1,1,2,"Y","Correct"
3101095,"Y",8,3,-0.126728629032879,1,13,1,9,1,1,2,"Y","Correct"
1363593,"Y",8,3,-0.126728629032879,1,13,1,9,1,1,2,"Y","Correct"
3888394,"Y",8,3,-0.126728629032879,1,13,1,9,1,1,2,"Y","Correct"
7217434,"Y",8,3,-0.126728629032879,1,13,1,9,1,1,2,"Y","Correct"
2303891,"Y",8,3,-0.126728629032879,1,13,1,9,1,1,2,"Y","Correct"
3888395,"Y",8,3,-0.126728629032879,1,13,1,9,1,1,2,"Y","Correct"
3412630,"Y",8,3,-0.126728629032879,1,8,1,9,1,1,2,"Y","Correct"
328744,"Y",8,3,-0.126728629032879,1,13,1,9,1,1,2,"Y","Correct"
328743,"Y",8,3,-0.126728629032879,1,13,1,9,1,1,2,"Y","Correct"
3412628,"Y",8,3,-0.126728629032879,1,8,1,9,1,1,2,"Y","Correct"
3540566,"Y",8,3,-0.126728629032879,1,13,1,9,1,1,2,"Y","Correct"
3120518,"Y",8,3,-0.126728629032879,1,13,1,9,1,1,2,"Y","Correct"
1414783,"Y",8,3,-0.126728629032879,1,6,1,9,1,1,2,"Y","Correct"
3540565,"Y",8,3,-0.126728629032879,1,13,1,9,1,1,2,"Y","Correct"
3540567,"Y",8,3,-0.126728629032879,1,13,1,9,1,1,2,"Y","Correct"
4955,"Y",8,3,0.213024688935115,1,18,1,9,1,1,2,"Y","Correct"
5727783,"Y",8,3,-0.126728629032879,1,13,1,9,1,1,2,"Y","Correct"
3310404,"Y",8,3,-0.126728629032879,1,4,1,9,1,1,1,"Y","Correct"
2172594,"Y",8,3,-0.126728629032879,1,13,1,9,1,1,2,"Y","Correct"
7761160,"Y",8,3,-0.126728629032879,1,13,1,9,1,1,2,"Y","Correct"
6412995,"Y",8,3,-0.126728629032879,1,13,1,9,1,1,2,"Y","Correct"
3918655,"Y",8,3,-0.126728629032879,1,13,1,9,1,1,2,"Y","Correct"
7846422,"Y",8,3,-0.126728629032879,1,13,1,9,1,1,2,"Y","Correct"
7846423,"Y",8,3,-0.126728629032879,1,13,1,9,1,1,2,"Y","Correct"
3887643,"Y",8,3,-0.126728629032879,1,13,1,9,1,1,2,"Y","Correct"
897167,"Y",8,3,-0.126728629032879,1,13,1,9,1,1,2,"Y","Correct"
897166,"Y",8,3,-0.126728629032879,1,13,1,9,1,1,2,"Y","Correct"
3887645,"Y",8,3,-0.126728629032879,1,13,1,9,1,1,2,"Y","Correct"
1737770,"Y",8,3,-0.126728629032879,1,13,1,9,1,1,2,"Y","Correct"
4445116,"Y",1,3,-0.126728629032879,1,4,1,9,1,1,1,"Y","Correct"
5113020,"Y",1,3,-0.126728629032879,1,4,1,9,1,1,1,"Y","Correct"
5113,"Y",9,6,-0.113352514152249,1,15,2,9,2,1,2,"N","Incorrect"
3798840,"Y",7,4,-0.126728629032879,3,3,2,9,1,1,1,"Y","Correct"
4390762,"Y",7,4,-0.126728629032879,3,5,2,9,1,1,1,"Y","Correct"
2835689,"Y",7,4,-0.126728629032879,3,5,4,9,1,1,1,"Y","Correct"
2835690,"Y",7,4,-0.126728629032879,3,5,2,9,1,1,1,"Y","Correct"
5170,"Y",7,10,-0.000993149154959868,5,19,1,8,1,1,2,"Y","Correct"
5238,"N",1,1,-0.113352514152249,1,15,1,9,2,1,2,"N","Correct"
5242,"Y",9,1,1.10922438593731,1,19,1,9,1,2,2,"Y","Correct"
7808394,"Y",9,1,-0.126728629032879,1,8,1,9,1,2,1,"Y","Correct"
6121152,"Y",7,5,-0.126728629032879,1,16,1,1,2,1,1,"Y","Correct"
7538193,"Y",7,5,-0.126728629032879,1,4,1,1,1,1,1,"Y","Correct"
3766966,"Y",7,5,-0.126728629032879,1,4,1,1,1,1,1,"Y","Correct"
7538188,"Y",7,5,-0.126728629032879,1,4,1,1,1,1,1,"Y","Correct"
3766963,"Y",7,5,-0.126728629032879,1,4,1,1,1,1,1,"Y","Correct"
6121155,"Y",7,5,-0.126728629032879,1,16,1,1,1,1,1,"Y","Correct"
6359452,"Y",7,5,-0.126728629032879,5,10,1,1,2,1,2,"Y","Correct"
3275052,"Y",7,5,-0.126728629032879,5,5,1,1,1,1,1,"Y","Correct"
6359448,"Y",7,5,-0.126728629032879,5,10,1,1,1,1,2,"Y","Correct"
6482271,"Y",7,5,-0.126728629032879,5,10,1,1,1,1,1,"Y","Correct"
1231550,"Y",7,5,-0.126728629032879,1,13,1,1,1,1,1,"Y","Correct"
1231549,"Y",7,5,-0.126728629032879,1,13,1,1,1,1,1,"Y","Correct"
7640662,"Y",7,5,-0.126728629032879,5,5,1,1,2,1,1,"Y","Correct"
1325756,"Y",7,5,-0.126728629032879,5,5,1,1,1,1,1,"Y","Correct"
1231555,"Y",7,5,-0.126728629032879,1,13,1,1,1,1,1,"Y","Correct"
1325751,"Y",7,5,-0.126728629032879,5,5,1,1,1,1,1,"Y","Correct"
2578345,"Y",6,10,-0.126728629032879,1,16,2,9,1,1,1,"Y","Correct"
2923525,"Y",6,10,-0.126728629032879,3,3,2,9,1,1,1,"Y","Correct"
2923524,"Y",6,10,-0.126728629032879,3,3,3,9,1,1,1,"Y","Correct"
1947404,"N",6,10,-0.126728629032879,3,3,1,9,2,1,1,"N","Correct"
5414,"Y",6,10,12.3050325410244,5,11,3,9,1,1,2,"Y","Correct"
5412,"N",6,10,12.3050325410244,5,11,2,9,2,1,2,"N","Correct"
3609276,"N",13,1,-0.126728629032879,1,8,1,1,1,1,1,"N","Correct"
755812,"N",13,1,-0.126728629032879,1,16,1,1,1,1,2,"N","Correct"
5973736,"N",13,1,-0.126728629032879,1,7,1,1,1,1,1,"N","Correct"
6901063,"N",13,1,-0.126728629032879,1,7,1,1,1,1,1,"N","Correct"
479005,"Y",13,1,-0.126728629032879,1,5,4,1,1,1,1,"Y","Correct"
5445,"N",13,1,0.518000108213473,5,14,1,9,1,1,2,"Y","Incorrect"
67944,"Y",6,5,-0.126728629032879,1,16,2,9,1,3,2,"N","Incorrect"
7571217,"Y",5,6,-0.126728629032879,1,4,2,1,1,1,2,"Y","Correct"
6190047,"Y",5,6,-0.126728629032879,1,6,2,1,1,1,2,"Y","Correct"
5848101,"Y",5,6,-0.126728629032879,1,6,2,1,1,1,2,"Y","Correct"
1820033,"Y",5,6,-0.126728629032879,1,16,2,1,1,1,1,"Y","Correct"
1187162,"Y",5,6,-0.126728629032879,1,4,2,1,1,1,2,"Y","Correct"
4632303,"Y",5,6,-0.126728629032879,1,4,2,1,1,1,2,"Y","Correct"
1187161,"Y",5,6,-0.126728629032879,1,4,2,1,1,1,2,"Y","Correct"
4632302,"Y",5,6,-0.126728629032879,1,4,2,1,1,1,2,"Y","Correct"
4445749,"Y",5,6,-0.126728629032879,1,1,2,1,1,1,2,"Y","Correct"
5492,"Y",5,6,-0.0116940410594636,1,4,2,9,1,1,2,"Y","Correct"
6075318,"N",13,5,-0.126728629032879,1,13,2,9,1,1,1,"N","Correct"
4889539,"N",13,5,-0.126728629032879,1,13,2,9,1,1,1,"N","Correct"
220303,"N",13,5,-0.126728629032879,1,4,2,9,1,1,1,"N","Correct"
4508060,"Y",13,5,-0.126728629032879,1,4,2,9,1,1,1,"N","Incorrect"
347440,"N",13,5,-0.126728629032879,5,5,2,9,1,1,1,"Y","Incorrect"
6075319,"Y",13,5,-0.126728629032879,1,13,2,9,1,1,1,"N","Incorrect"
4508059,"Y",13,5,-0.126728629032879,1,4,2,9,1,1,1,"N","Incorrect"
220305,"Y",13,5,-0.126728629032879,1,4,2,9,1,1,1,"Y","Correct"
1843712,"Y",13,5,-0.126728629032879,1,1,2,9,1,1,1,"N","Incorrect"
5078695,"Y",13,5,-0.126728629032879,1,6,2,9,1,1,2,"Y","Correct"
5542,"N",6,6,0.536726669046354,1,12,4,9,1,1,2,"N","Correct"
5586,"N",10,1,0.00703251977341795,1,15,2,9,1,2,2,"N","Correct"
5592,"Y",7,4,0.132767999651337,1,19,4,1,1,1,2,"Y","Correct"
5643,"Y",4,3,0.204999020006738,1,19,2,9,1,1,2,"Y","Correct"
4669808,"N",4,3,-0.126728629032879,1,5,1,1,2,1,1,"N","Correct"
4171779,"N",4,3,-0.126728629032879,1,16,1,1,2,1,2,"N","Correct"
5820361,"N",11,5,-0.126728629032879,1,1,2,9,1,1,1,"N","Correct"
5806,"N",11,5,1.39279802140665,5,17,2,9,1,1,2,"N","Correct"
6006,"Y",10,2,-0.113352514152249,1,15,1,9,1,1,2,"N","Incorrect"
4148406,"Y",13,1,-0.126728629032879,1,14,4,9,1,1,2,"Y","Correct"
3541153,"Y",13,1,-0.126728629032879,1,7,1,1,1,1,1,"N","Incorrect"
6492574,"Y",13,1,-0.126728629032879,1,7,4,1,1,1,1,"Y","Correct"
907708,"Y",13,1,-0.126728629032879,1,7,1,1,1,1,1,"Y","Correct"
6654073,"N",10,8,-0.126728629032879,3,3,2,9,1,1,1,"N","Correct"
1897444,"N",10,8,-0.126728629032879,3,3,2,9,1,1,1,"N","Correct"
4205438,"N",10,8,-0.126728629032879,3,3,2,9,1,1,1,"N","Correct"
6269056,"N",10,8,-0.126728629032879,3,3,2,9,1,1,1,"N","Correct"
6165974,"N",7,5,-0.126728629032879,3,3,2,1,1,1,1,"N","Correct"
6392,"Y",4,5,-0.108002068199997,1,15,4,2,1,1,2,"N","Incorrect"
2644398,"Y",13,1,-0.126728629032879,1,5,1,1,1,1,1,"N","Incorrect"
2660310,"Y",13,1,-0.126728629032879,1,7,1,1,1,1,1,"Y","Correct"
4022100,"Y",13,1,-0.126728629032879,1,7,1,1,1,1,2,"N","Incorrect"
6534,"Y",4,1,0.995527409451953,1,6,1,9,1,1,2,"N","Incorrect"
7588825,"Y",10,5,-0.126728629032879,1,13,2,9,1,1,2,"Y","Correct"
5869406,"Y",10,5,-0.126728629032879,1,6,2,9,1,1,2,"Y","Correct"
6696269,"Y",10,5,-0.126728629032879,1,1,2,9,1,1,1,"Y","Correct"
365844,"Y",10,5,-0.126728629032879,1,13,2,9,1,1,2,"Y","Correct"
400444,"Y",10,5,-0.126728629032879,1,4,2,9,1,1,1,"Y","Correct"
7546528,"Y",10,5,-0.126728629032879,1,13,2,9,1,1,2,"Y","Correct"
1478567,"Y",10,5,-0.126728629032879,1,13,2,9,1,1,2,"Y","Correct"
7200690,"Y",10,5,-0.126728629032879,1,13,2,9,1,1,2,"Y","Correct"
1328056,"Y",10,5,-0.126728629032879,1,13,2,9,1,1,2,"Y","Correct"
4444587,"Y",10,5,-0.126728629032879,1,6,2,9,1,1,2,"Y","Correct"
4444586,"Y",10,5,-0.126728629032879,1,6,2,9,1,1,2,"Y","Correct"
6644,"Y",10,5,0.213024688935115,1,18,2,9,1,1,2,"Y","Correct"
5339597,"N",8,5,-0.126728629032879,3,3,2,9,1,1,2,"N","Correct"
6704118,"Y",8,5,-0.126728629032879,3,3,2,9,1,1,2,"N","Incorrect"
5349997,"Y",8,5,-0.126728629032879,3,3,2,9,1,1,2,"N","Incorrect"
2757713,"N",8,5,-0.126728629032879,3,3,2,9,1,1,1,"N","Correct"
2632777,"N",8,5,-0.126728629032879,3,3,2,9,1,1,1,"N","Correct"
1031672,"N",8,5,-0.126728629032879,3,3,2,9,1,1,1,"Y","Incorrect"
2632776,"Y",8,5,-0.126728629032879,3,3,2,9,1,1,1,"N","Incorrect"
4465107,"N",8,5,-0.126728629032879,3,3,2,9,1,1,1,"N","Correct"
2913672,"Y",8,5,-0.126728629032879,3,3,2,9,1,1,1,"N","Incorrect"
2777107,"N",8,5,-0.126728629032879,3,3,2,9,1,1,1,"N","Correct"
1742773,"Y",8,5,-0.126728629032879,3,3,2,9,1,1,2,"N","Incorrect"
3367373,"Y",8,5,-0.126728629032879,3,3,2,9,1,1,2,"N","Incorrect"
1814535,"N",8,5,-0.126728629032879,3,3,2,9,1,1,1,"N","Correct"
726891,"N",8,5,-0.126728629032879,3,3,2,9,1,1,1,"N","Correct"
3734811,"Y",8,5,-0.126728629032879,3,3,2,9,1,1,1,"N","Incorrect"
3280619,"Y",8,5,-0.126728629032879,3,3,2,9,1,1,1,"N","Incorrect"
3793118,"N",8,5,-0.126728629032879,3,3,2,9,1,1,2,"N","Correct"
3099048,"N",8,5,-0.126728629032879,3,3,2,9,1,1,1,"N","Correct"
5668295,"N",8,5,-0.0986387877835567,3,3,2,9,1,1,1,"N","Correct"
280333,"Y",9,2,-0.126728629032879,5,5,2,9,1,3,1,"Y","Correct"
7620213,"Y",9,2,-0.126728629032879,1,4,2,9,1,3,1,"Y","Correct"
3986077,"Y",9,2,-0.126728629032879,1,7,2,9,1,3,1,"Y","Correct"
6725,"Y",9,2,0.253153033577004,5,14,2,9,1,3,2,"Y","Correct"
6264221,"N",2,5,-0.126728629032879,1,16,1,9,1,1,2,"N","Correct"
1060110,"Y",2,5,-0.126728629032879,1,8,1,9,1,1,2,"N","Incorrect"
1003755,"Y",2,5,-0.126728629032879,1,8,1,9,1,1,2,"N","Incorrect"
7677245,"Y",2,5,-0.126728629032879,1,8,1,9,1,1,2,"Y","Correct"
7031712,"Y",2,5,-0.126728629032879,1,8,1,9,1,1,2,"N","Incorrect"
7042619,"Y",2,5,-0.126728629032879,1,8,1,9,1,1,2,"N","Incorrect"
6731,"N",2,5,0.835014030884397,1,8,1,9,1,1,2,"N","Correct"
1700563,"Y",2,5,-0.126728629032879,1,8,1,9,1,1,2,"N","Incorrect"
6645435,"Y",2,5,-0.126728629032879,1,8,1,9,1,1,2,"N","Incorrect"
6665130,"Y",2,5,-0.126728629032879,1,1,1,9,1,1,1,"Y","Correct"
6645434,"Y",2,5,-0.126728629032879,1,8,1,9,1,1,2,"N","Incorrect"
1083175,"Y",2,5,-0.126728629032879,1,4,1,9,1,1,2,"N","Incorrect"
641504,"N",2,5,-0.126728629032879,1,16,1,9,1,1,2,"Y","Incorrect"
2053158,"Y",2,5,-0.126728629032879,1,1,1,9,1,1,1,"Y","Correct"
7026544,"Y",2,5,-0.126728629032879,1,8,1,9,1,1,2,"N","Incorrect"
3287556,"Y",2,5,-0.126728629032879,1,4,1,9,1,1,2,"Y","Correct"
3064886,"Y",2,5,-0.126728629032879,1,8,1,9,1,1,2,"N","Incorrect"
65947,"Y",2,5,-0.126728629032879,1,8,1,9,1,1,2,"N","Incorrect"
153383,"Y",2,5,-0.126728629032879,1,7,1,9,1,1,1,"N","Incorrect"
4800919,"Y",9,9,-0.126728629032879,1,13,1,9,1,1,1,"Y","Correct"
4066777,"Y",9,9,-0.126728629032879,1,4,1,1,1,1,1,"Y","Correct"
484418,"Y",9,9,-0.126728629032879,1,16,2,9,1,1,1,"Y","Correct"
7072681,"Y",9,9,-0.126728629032879,1,4,2,1,1,1,1,"Y","Correct"
484421,"Y",9,9,-0.126728629032879,1,16,1,9,1,1,1,"Y","Correct"
7072679,"Y",9,9,-0.126728629032879,1,4,2,1,1,1,1,"Y","Correct"
6898,"Y",9,9,0.568829344759865,5,17,2,9,1,1,2,"Y","Correct"
6660939,"Y",9,9,-0.126728629032879,1,13,1,9,1,1,1,"Y","Correct"
7399129,"Y",9,9,-0.126728629032879,5,5,1,9,1,1,1,"Y","Correct"
5845658,"Y",9,9,-0.126728629032879,5,10,1,9,1,1,1,"Y","Correct"
326511,"Y",9,9,-0.126728629032879,1,4,1,9,1,1,1,"Y","Correct"
6362890,"Y",9,9,-0.126728629032879,5,5,2,9,1,1,1,"Y","Correct"
6362889,"Y",9,9,-0.126728629032879,5,5,1,9,1,1,1,"Y","Correct"
2988920,"Y",9,9,-0.126728629032879,1,4,2,9,1,1,1,"Y","Correct"
3846500,"Y",9,9,-0.126728629032879,1,4,2,1,1,1,1,"Y","Correct"
719501,"Y",9,9,-0.126728629032879,5,5,2,9,1,1,1,"Y","Correct"
6537967,"N",6,1,-0.126728629032879,1,4,4,4,1,1,1,"N","Correct"
3574134,"N",6,1,-0.126728629032879,1,16,4,4,1,1,2,"N","Correct"
3098350,"N",6,1,-0.126728629032879,1,7,4,4,1,1,1,"N","Correct"
2100228,"Y",1,6,-0.125391017544816,1,5,2,1,1,1,1,"Y","Correct"
2061665,"Y",7,5,-0.126728629032879,1,7,2,3,1,1,1,"Y","Correct"
5371351,"Y",7,5,-0.126728629032879,1,8,2,6,1,1,2,"Y","Correct"
1193693,"Y",7,5,-0.126728629032879,1,8,2,6,1,1,2,"Y","Correct"
7229467,"Y",7,5,-0.126728629032879,1,8,2,6,1,1,2,"Y","Correct"
7439780,"Y",7,5,-0.126728629032879,1,8,2,6,1,1,2,"Y","Correct"
7174535,"Y",7,5,-0.126728629032879,1,8,2,6,1,1,2,"Y","Correct"
2806854,"Y",7,5,-0.126728629032879,1,8,2,6,1,1,2,"Y","Correct"
7281815,"Y",7,5,-0.126728629032879,1,8,2,6,1,1,2,"Y","Correct"
5796359,"Y",13,2,-0.126728629032879,5,5,4,1,1,1,1,"Y","Correct"
7126,"Y",4,4,0.532713834582165,1,19,1,9,1,4,2,"Y","Correct"
3114434,"Y",4,8,-0.126728629032879,1,6,2,1,1,1,1,"Y","Correct"
5720360,"Y",4,8,-0.126728629032879,1,6,2,4,1,1,1,"Y","Correct"
19343,"Y",4,8,-0.126728629032879,1,16,2,4,1,1,2,"Y","Correct"
1564772,"Y",4,8,-0.126728629032879,1,7,2,4,1,1,1,"Y","Correct"
19341,"N",4,8,-0.126728629032879,1,16,4,4,1,1,2,"N","Correct"
3114433,"N",4,8,-0.126728629032879,1,6,4,1,1,1,1,"N","Correct"
1213798,"Y",4,8,1.15202795355532,1,6,2,2,1,1,2,"Y","Correct"
5580266,"Y",4,8,1.20553241307784,5,5,2,2,1,1,1,"Y","Correct"
5921767,"N",6,1,-0.126728629032879,1,4,2,1,2,1,1,"N","Correct"
5288779,"N",6,1,-0.126728629032879,1,4,2,1,2,1,1,"N","Correct"
7838206,"N",13,2,-0.126728629032879,5,5,2,1,1,1,1,"N","Correct"
3015358,"Y",13,2,-0.126728629032879,1,4,4,1,1,1,1,"Y","Correct"
7838207,"Y",13,2,-0.126728629032879,5,5,4,1,1,1,1,"Y","Correct"
7266,"Y",13,2,-0.00901881808333769,5,17,4,1,1,1,2,"Y","Correct"
7325,"Y",7,2,0.598256797497251,1,14,4,2,1,1,2,"Y","Correct"
7681957,"N",10,5,-0.126728629032879,1,7,2,3,1,1,1,"N","Correct"
6408683,"N",10,5,-0.126728629032879,1,16,2,3,1,1,2,"N","Correct"
7334,"N",12,1,-0.0999763992716197,1,15,1,9,2,1,2,"N","Correct"
4510417,"Y",10,6,-0.126728629032879,5,10,4,3,1,1,1,"Y","Correct"
2354354,"Y",10,6,-0.126728629032879,1,4,2,3,1,1,1,"N","Incorrect"
4510414,"Y",10,6,-0.126728629032879,5,10,2,3,1,1,1,"N","Incorrect"
2354352,"Y",10,6,-0.126728629032879,1,4,4,3,1,1,1,"Y","Correct"
2730605,"Y",10,6,-0.126728629032879,5,5,4,3,1,1,1,"Y","Correct"
3726405,"Y",10,6,-0.126728629032879,1,7,4,3,1,1,1,"Y","Correct"
7430768,"Y",10,6,-0.126728629032879,1,16,2,3,1,1,2,"N","Incorrect"
4414028,"Y",10,6,-0.126728629032879,5,5,4,3,1,1,1,"Y","Correct"
4414029,"Y",10,6,-0.126728629032879,5,5,4,3,1,1,1,"Y","Correct"
4414027,"N",10,6,-0.126728629032879,5,5,2,3,1,1,1,"Y","Incorrect"
7337,"Y",10,6,-0.0143692640355896,5,17,2,3,1,1,2,"N","Incorrect"
5538897,"N",9,5,-0.126728629032879,3,5,2,9,2,1,1,"N","Correct"
7459,"N",10,2,-0.103989233735809,1,15,1,3,2,1,2,"N","Correct"
3355008,"Y",9,3,-0.126728629032879,1,7,1,1,2,1,1,"Y","Correct"
3975911,"Y",4,3,-0.126728629032879,1,7,1,1,1,1,1,"Y","Correct"
2700009,"Y",4,3,-0.126728629032879,1,7,4,1,1,1,1,"Y","Correct"
6803895,"Y",4,3,-0.126728629032879,1,8,1,9,1,1,1,"Y","Correct"
7645,"Y",4,3,0.543414726486669,1,19,4,9,1,1,2,"Y","Correct"
3975909,"Y",4,3,-0.126728629032879,1,7,4,1,1,1,1,"Y","Correct"
2700004,"Y",4,3,-0.126728629032879,1,7,4,1,1,1,1,"Y","Correct"
3975912,"Y",4,3,-0.126728629032879,1,7,4,1,1,1,1,"Y","Correct"
3403701,"Y",10,3,-0.126728629032879,1,8,1,1,1,1,1,"Y","Correct"
3403704,"Y",10,3,-0.126728629032879,1,8,1,1,1,1,1,"Y","Correct"
4835143,"Y",10,3,-0.126728629032879,1,8,1,1,1,1,2,"Y","Correct"
7658,"Y",10,3,1.81548325163455,1,19,1,9,1,1,2,"Y","Correct"
7656,"Y",10,3,1.81548325163455,1,19,1,9,1,1,2,"Y","Correct"
6621497,"Y",10,3,-0.126728629032879,1,8,1,1,1,1,1,"Y","Correct"
7659,"Y",10,3,1.81548325163455,1,19,1,9,1,1,2,"Y","Correct"
2520262,"Y",10,3,-0.126728629032879,5,5,1,1,1,1,1,"Y","Correct"
6621498,"Y",10,3,-0.126728629032879,1,8,1,1,1,1,1,"Y","Correct"
4835145,"Y",10,3,-0.126728629032879,1,8,1,1,1,1,2,"Y","Correct"
4835142,"Y",10,3,-0.126728629032879,1,8,4,1,1,1,2,"Y","Correct"
2520261,"Y",10,3,-0.126728629032879,5,5,1,1,1,1,1,"Y","Correct"
3791135,"Y",3,5,-0.126728629032879,5,10,2,9,1,1,1,"N","Incorrect"
4217820,"N",3,5,-0.126728629032879,1,6,2,9,1,1,2,"Y","Incorrect"
3791133,"Y",3,5,-0.126728629032879,5,10,2,9,1,1,1,"N","Incorrect"
