"innovation_challenge_key","renewed_yorn","top_vertical_market_name","four_quarter_bookings_band","service_fee_amount","software_usage_type","product_type","service_sales_node_base_sub_scms_name","product_sales_channel_code","contract_line_multi_year_discount_yorn","service_contract_classification","installed_product_type","finalPredictions","Prediction"
3126568,"Y",9,9,-0.126728629032879,5,10,1,9,1,1,1,"Y","Correct"
1758658,"Y",9,9,-0.126728629032879,5,5,2,9,1,1,1,"Y","Correct"
5840451,"Y",9,9,-0.126728629032879,1,6,1,9,1,1,1,"Y","Correct"
5323479,"Y",9,9,-0.126728629032879,5,5,2,9,1,1,1,"Y","Correct"
3717446,"Y",9,9,-0.126728629032879,1,4,2,9,1,1,1,"Y","Correct"
5323480,"Y",9,9,-0.126728629032879,5,5,2,9,1,1,1,"Y","Correct"
5840452,"Y",9,9,-0.126728629032879,1,6,2,9,1,1,1,"Y","Correct"
3717449,"Y",9,9,-0.126728629032879,1,4,2,9,1,1,1,"Y","Correct"
6090523,"Y",9,9,-0.126728629032879,5,5,2,9,1,1,1,"Y","Correct"
5323477,"Y",9,9,-0.126728629032879,5,5,1,9,1,1,1,"Y","Correct"
5840453,"Y",9,9,-0.126728629032879,1,6,2,9,1,1,1,"Y","Correct"
3717447,"Y",9,9,-0.126728629032879,1,4,1,9,1,1,1,"Y","Correct"
6090525,"Y",9,9,-0.126728629032879,5,5,2,9,1,1,1,"Y","Correct"
408730,"Y",9,9,-0.126728629032879,5,5,2,9,1,1,1,"Y","Correct"
7466539,"Y",9,9,-0.126728629032879,1,6,2,9,1,1,1,"Y","Correct"
1065250,"Y",9,9,-0.126728629032879,5,3,2,9,1,1,1,"Y","Correct"
6090524,"Y",9,9,-0.126728629032879,5,5,1,9,1,1,1,"Y","Correct"
408729,"Y",9,9,-0.126728629032879,5,5,1,9,1,1,1,"Y","Correct"
6175460,"Y",9,9,-0.126728629032879,1,6,2,9,1,1,1,"Y","Correct"
408731,"Y",9,9,-0.126728629032879,5,5,2,9,1,1,1,"Y","Correct"
7466541,"Y",9,9,-0.126728629032879,1,6,2,9,1,1,1,"Y","Correct"
1065253,"Y",9,9,-0.126728629032879,5,3,1,9,1,1,1,"Y","Correct"
6175459,"Y",9,9,-0.126728629032879,1,6,1,9,1,1,1,"Y","Correct"
4474031,"Y",9,9,-0.126728629032879,1,6,1,9,1,1,2,"Y","Correct"
7466538,"Y",9,9,-0.126728629032879,1,6,1,9,1,1,1,"Y","Correct"
1065251,"Y",9,9,-0.126728629032879,5,3,2,9,1,1,1,"Y","Correct"
6175458,"Y",9,9,-0.126728629032879,1,6,2,9,1,1,1,"Y","Correct"
4474030,"Y",9,9,-0.126728629032879,1,6,2,9,1,1,2,"Y","Correct"
3248001,"Y",9,9,-0.126728629032879,1,6,1,9,2,1,2,"Y","Correct"
1120780,"Y",9,9,-0.126728629032879,1,6,2,9,1,1,2,"Y","Correct"
4474029,"Y",9,9,-0.126728629032879,1,6,2,9,1,1,2,"Y","Correct"
3248000,"N",9,9,-0.126728629032879,1,6,2,9,1,1,2,"N","Correct"
1120778,"Y",9,9,-0.126728629032879,1,6,2,9,1,1,2,"Y","Correct"
1446414,"Y",9,9,-0.126728629032879,1,16,1,9,1,1,1,"Y","Correct"
3248002,"Y",9,9,-0.126728629032879,1,6,2,9,1,1,2,"Y","Correct"
1120777,"Y",9,9,-0.126728629032879,1,6,1,9,1,1,2,"Y","Correct"
1446416,"Y",9,9,-0.126728629032879,1,16,2,9,1,1,1,"Y","Correct"
3940155,"Y",9,9,-0.126728629032879,1,6,1,9,1,1,2,"Y","Correct"
1446415,"Y",9,9,-0.126728629032879,1,16,2,9,1,1,1,"Y","Correct"
3940154,"Y",9,9,-0.126728629032879,1,6,2,9,1,1,2,"Y","Correct"
1758657,"Y",9,9,-0.126728629032879,5,5,1,9,1,1,1,"Y","Correct"
3940152,"Y",9,9,-0.126728629032879,1,6,2,9,1,1,2,"Y","Correct"
1926301,"Y",9,9,-0.126728629032879,5,5,2,9,1,1,1,"Y","Correct"
1926300,"Y",9,9,-0.126728629032879,5,5,2,9,1,1,1,"Y","Correct"
1926302,"Y",9,9,-0.126728629032879,5,5,1,9,1,1,1,"Y","Correct"
3458,"Y",9,9,0.568829344759865,5,17,2,9,1,1,2,"Y","Correct"
3456,"Y",9,9,0.568829344759865,5,17,2,9,1,1,2,"Y","Correct"
3457,"Y",9,9,0.568829344759865,5,17,1,9,1,1,2,"Y","Correct"
4391873,"Y",4,2,-0.126728629032879,1,13,2,1,1,1,1,"Y","Correct"
3476,"N",4,2,0.00703251977341795,1,18,1,1,1,1,2,"N","Correct"
6425475,"Y",4,2,0.374875678990735,5,10,2,1,1,1,1,"Y","Correct"
4391872,"N",4,2,-0.126728629032879,1,13,2,1,1,1,1,"N","Correct"
3479,"Y",4,2,0.00703251977341795,1,18,2,1,1,1,2,"Y","Correct"
6425476,"N",4,2,0.374875678990735,5,10,1,1,1,1,1,"N","Correct"
4391874,"Y",4,2,-0.126728629032879,1,13,2,1,1,1,1,"Y","Correct"
3478,"N",4,2,0.00703251977341795,1,18,2,1,1,1,2,"N","Correct"
28516,"Y",4,2,0.274554817386012,5,10,2,1,1,1,1,"Y","Correct"
2275100,"Y",4,2,-0.126728629032879,1,1,2,1,1,1,1,"Y","Correct"
3477,"Y",4,2,0.00703251977341795,1,18,2,1,1,1,2,"Y","Correct"
28515,"N",4,2,0.274554817386012,5,10,1,1,1,1,1,"N","Correct"
2275099,"N",4,2,-0.126728629032879,1,1,2,1,1,1,1,"N","Correct"
2275101,"Y",4,2,-0.126728629032879,1,1,2,1,1,1,1,"Y","Correct"
2026565,"Y",4,2,-0.126728629032879,5,5,2,1,1,1,1,"Y","Correct"
2026567,"Y",4,2,-0.126728629032879,5,5,2,1,1,1,1,"Y","Correct"
2026566,"N",4,2,-0.126728629032879,5,5,2,1,1,1,1,"N","Correct"
4391875,"N",4,2,-0.126728629032879,1,13,1,1,1,1,1,"N","Correct"
2275102,"N",4,2,-0.126728629032879,1,1,1,1,1,1,1,"N","Correct"
2026564,"N",4,2,-0.126728629032879,5,5,1,1,1,1,1,"N","Correct"
188811,"N",4,2,0.0123829657256698,1,6,1,1,1,1,2,"N","Correct"
188814,"Y",4,2,0.0123829657256698,1,6,2,1,1,1,2,"Y","Correct"
188812,"Y",4,2,0.0123829657256698,1,6,2,1,1,1,2,"Y","Correct"
188813,"N",4,2,0.0123829657256698,1,6,2,1,1,1,2,"N","Correct"
3073721,"N",13,6,-0.126728629032879,3,3,2,1,1,1,1,"N","Correct"
3535,"Y",1,6,0.00703251977341795,1,15,2,9,1,1,2,"Y","Correct"
480574,"Y",1,6,-0.125391017544816,1,5,2,1,1,1,1,"Y","Correct"
3534,"Y",1,6,0.00703251977341795,1,15,2,9,1,1,2,"Y","Correct"
480573,"Y",1,6,-0.125391017544816,1,5,2,1,1,1,1,"Y","Correct"
4201729,"Y",13,3,-0.126728629032879,1,7,1,9,1,1,1,"Y","Correct"
7713491,"Y",13,3,-0.126728629032879,1,8,1,9,1,1,2,"Y","Correct"
2797500,"Y",13,3,-0.126728629032879,1,7,1,9,1,1,1,"Y","Correct"
3552,"Y",13,3,0.543414726486669,1,19,1,9,1,1,2,"Y","Correct"
4201728,"Y",13,3,-0.126728629032879,1,7,4,9,1,1,1,"Y","Correct"
7713492,"Y",13,3,-0.126728629032879,1,8,4,9,1,1,2,"Y","Correct"
2797501,"Y",13,3,-0.126728629032879,1,7,4,9,1,1,1,"Y","Correct"
3553,"Y",13,3,0.543414726486669,1,19,4,9,1,1,2,"Y","Correct"
5898528,"Y",7,9,-0.126728629032879,3,3,2,1,1,1,1,"Y","Correct"
864731,"Y",7,9,-0.126728629032879,3,3,2,1,1,1,1,"Y","Correct"
5687744,"Y",7,9,-0.126728629032879,3,3,2,1,1,1,2,"Y","Correct"
6053298,"Y",7,9,-0.106664456711935,3,3,2,1,1,1,1,"Y","Correct"
5345774,"Y",7,9,-0.126728629032879,3,3,2,1,1,1,1,"Y","Correct"
6158776,"Y",7,9,-0.126728629032879,3,3,2,1,1,1,1,"Y","Correct"
7412679,"Y",7,9,-0.126728629032879,3,3,2,1,1,1,1,"Y","Correct"
7201608,"Y",7,9,-0.126728629032879,3,3,2,1,1,1,2,"Y","Correct"
1722832,"Y",7,9,-0.126728629032879,3,3,2,1,1,1,1,"Y","Correct"
4177047,"Y",7,9,-0.126728629032879,3,3,2,1,1,1,1,"Y","Correct"
4895939,"Y",7,9,-0.126728629032879,3,3,2,1,1,1,1,"Y","Correct"
1519738,"N",13,2,-0.126728629032879,1,4,2,1,1,1,1,"N","Correct"
4178974,"N",13,2,-0.126728629032879,5,5,2,1,1,1,1,"N","Correct"
1519736,"Y",13,2,-0.126728629032879,1,4,4,1,1,1,1,"Y","Correct"
4411420,"N",13,2,-0.126728629032879,5,5,2,1,1,1,1,"N","Correct"
4178975,"Y",13,2,-0.126728629032879,5,5,4,1,1,1,1,"Y","Correct"
4411422,"Y",13,2,-0.126728629032879,5,5,4,1,1,1,1,"Y","Correct"
6407064,"N",13,2,-0.126728629032879,5,5,2,1,1,1,1,"N","Correct"
1482822,"Y",13,2,-0.126728629032879,1,16,4,1,1,1,2,"Y","Correct"
3651,"Y",13,2,-0.00901881808333769,5,17,4,1,1,1,2,"Y","Correct"
1482823,"N",13,2,-0.126728629032879,1,16,2,1,1,1,2,"N","Correct"
6407063,"Y",13,2,-0.126728629032879,5,5,4,1,1,1,1,"Y","Correct"
3652,"N",13,2,-0.00901881808333769,5,17,2,1,2,1,2,"N","Correct"
1875384,"Y",9,5,-0.126728629032879,1,4,2,1,1,1,2,"Y","Correct"
596354,"Y",9,5,-0.126728629032879,1,1,2,1,1,1,1,"Y","Correct"
5883685,"Y",9,5,-0.126728629032879,1,4,2,1,1,1,2,"Y","Correct"
1875383,"Y",9,5,-0.126728629032879,1,4,2,1,1,1,2,"Y","Correct"
596355,"Y",9,5,-0.126728629032879,1,1,2,1,1,1,1,"Y","Correct"
5883686,"Y",9,5,-0.126728629032879,1,4,2,1,1,1,2,"Y","Correct"
2340122,"Y",9,5,-0.126728629032879,1,16,2,1,1,1,1,"Y","Correct"
4971396,"Y",9,5,-0.126728629032879,1,4,2,1,1,1,2,"Y","Correct"
4862585,"Y",9,5,-0.126728629032879,1,6,2,1,1,1,2,"Y","Correct"
2340123,"Y",9,5,-0.126728629032879,1,16,2,1,1,1,1,"Y","Correct"
4971397,"Y",9,5,-0.126728629032879,1,4,2,1,1,1,2,"Y","Correct"
4862584,"Y",9,5,-0.126728629032879,1,6,2,1,1,1,2,"Y","Correct"
1203336,"Y",9,5,-0.126728629032879,1,4,2,1,1,1,2,"Y","Correct"
31893,"Y",9,5,-0.126728629032879,1,16,2,1,1,1,2,"Y","Correct"
2890245,"Y",9,5,-0.126728629032879,1,4,2,1,1,1,2,"Y","Correct"
1203335,"Y",9,5,-0.126728629032879,1,4,2,1,1,1,2,"Y","Correct"
31892,"Y",9,5,-0.126728629032879,1,16,2,1,1,1,2,"Y","Correct"
2890244,"Y",9,5,-0.126728629032879,1,4,2,1,1,1,2,"Y","Correct"
2896852,"Y",9,5,-0.126728629032879,1,4,2,1,1,1,2,"Y","Correct"
2089342,"Y",9,5,-0.126728629032879,1,16,2,1,1,1,2,"Y","Correct"
2908984,"Y",9,5,-0.126728629032879,1,4,2,1,1,1,2,"Y","Correct"
5073687,"Y",9,5,-0.126728629032879,3,5,2,1,1,1,1,"Y","Correct"
2089343,"Y",9,5,-0.126728629032879,1,16,2,1,1,1,2,"Y","Correct"
2908985,"Y",9,5,-0.126728629032879,1,4,2,1,1,1,2,"Y","Correct"
2896853,"Y",9,5,-0.126728629032879,1,4,2,1,1,1,2,"Y","Correct"
4406194,"Y",9,5,-0.126728629032879,1,6,2,1,1,1,2,"Y","Correct"
5442708,"Y",9,5,-0.126728629032879,1,1,2,1,1,1,1,"Y","Correct"
5073686,"Y",9,5,-0.126728629032879,3,5,2,1,1,1,1,"Y","Correct"
4406195,"Y",9,5,-0.126728629032879,1,6,2,1,1,1,2,"Y","Correct"
5442709,"Y",9,5,-0.126728629032879,1,1,2,1,1,1,1,"Y","Correct"
5821005,"Y",9,5,-0.126728629032879,1,4,2,1,1,1,2,"Y","Correct"
3678,"Y",9,5,-0.0116940410594636,1,4,2,1,1,1,2,"Y","Correct"
5821006,"Y",9,5,-0.126728629032879,1,4,2,1,1,1,2,"Y","Correct"
3679,"Y",9,5,-0.0116940410594636,1,4,2,1,1,1,2,"Y","Correct"
898664,"Y",9,5,-0.126728629032879,1,16,2,1,1,1,2,"Y","Correct"
898663,"Y",9,5,-0.126728629032879,1,16,2,1,1,1,2,"Y","Correct"
3348656,"Y",9,5,-0.126728629032879,1,16,2,1,1,1,2,"Y","Correct"
3348655,"Y",9,5,-0.126728629032879,1,16,2,1,1,1,2,"Y","Correct"
2117658,"Y",9,5,-0.126728629032879,1,1,2,1,1,1,2,"Y","Correct"
2117657,"Y",9,5,-0.126728629032879,1,1,2,1,1,1,2,"Y","Correct"
647113,"Y",11,2,-0.126728629032879,1,13,1,9,1,1,2,"Y","Correct"
6512192,"Y",11,2,-0.126728629032879,1,13,1,9,1,1,2,"Y","Correct"
7461546,"Y",11,2,-0.126728629032879,1,13,1,9,1,1,2,"Y","Correct"
6512191,"Y",11,2,-0.126728629032879,1,13,1,9,1,1,2,"Y","Correct"
7461548,"Y",11,2,-0.126728629032879,1,13,1,9,1,1,2,"Y","Correct"
647115,"Y",11,2,-0.126728629032879,1,13,1,9,1,1,2,"Y","Correct"
6920292,"Y",11,2,-0.126728629032879,1,13,1,9,1,1,2,"Y","Correct"
4316834,"Y",11,2,-0.126728629032879,1,13,1,9,1,1,2,"Y","Correct"
65786,"Y",11,2,-0.126728629032879,1,13,1,9,1,1,2,"Y","Correct"
6920291,"Y",11,2,-0.126728629032879,1,13,1,9,1,1,2,"Y","Correct"
4316833,"Y",11,2,-0.126728629032879,1,13,1,9,1,1,2,"Y","Correct"
65785,"Y",11,2,-0.126728629032879,1,13,1,9,1,1,2,"Y","Correct"
5647205,"Y",11,2,-0.126728629032879,1,13,1,9,1,1,2,"Y","Correct"
6308893,"Y",11,2,-0.126728629032879,1,13,1,9,1,1,2,"Y","Correct"
5647206,"Y",11,2,-0.126728629032879,1,13,1,9,1,1,2,"Y","Correct"
6308891,"Y",11,2,-0.126728629032879,1,13,1,9,1,1,2,"Y","Correct"
3270098,"Y",11,2,-0.126728629032879,1,8,1,9,1,1,2,"Y","Correct"
6455561,"Y",11,2,-0.126728629032879,1,13,1,9,1,1,2,"Y","Correct"
6455562,"Y",11,2,-0.126728629032879,1,13,1,9,1,1,2,"Y","Correct"
3270097,"Y",11,2,-0.126728629032879,1,8,1,9,1,1,2,"Y","Correct"
835667,"Y",11,2,-0.126728629032879,1,13,1,9,1,1,2,"Y","Correct"
5868653,"Y",11,2,-0.126728629032879,1,1,1,1,1,1,1,"Y","Correct"
5068149,"Y",11,2,-0.126728629032879,1,4,1,1,1,1,1,"Y","Correct"
835668,"Y",11,2,-0.126728629032879,1,13,1,9,1,1,2,"Y","Correct"
5868655,"Y",11,2,-0.126728629032879,1,1,1,1,1,1,1,"Y","Correct"
5068147,"Y",11,2,-0.126728629032879,1,4,1,1,1,1,1,"Y","Correct"
2584442,"Y",11,2,-0.126728629032879,1,13,1,9,1,1,2,"Y","Correct"
2525495,"Y",11,2,-0.126728629032879,1,6,1,9,1,1,2,"Y","Correct"
2584443,"Y",11,2,-0.126728629032879,1,13,1,9,1,1,2,"Y","Correct"
2525496,"Y",11,2,-0.126728629032879,1,6,1,9,1,1,2,"Y","Correct"
3204317,"Y",11,2,-0.126728629032879,1,13,1,9,1,1,2,"Y","Correct"
3204319,"Y",11,2,-0.126728629032879,1,13,1,9,1,1,2,"Y","Correct"
3830,"Y",11,2,0.213024688935115,1,18,1,9,1,1,2,"Y","Correct"
1802180,"Y",11,2,-0.126728629032879,1,13,1,9,1,1,2,"Y","Correct"
3828,"Y",11,2,0.213024688935115,1,18,1,9,1,1,2,"Y","Correct"
1939556,"Y",11,2,-0.126728629032879,1,13,1,9,1,1,2,"Y","Correct"
1802181,"Y",11,2,-0.126728629032879,1,13,1,9,1,1,2,"Y","Correct"
1939558,"Y",11,2,-0.126728629032879,1,13,1,9,1,1,2,"Y","Correct"
5052449,"Y",11,2,-0.126728629032879,1,13,1,9,1,1,2,"Y","Correct"
5052451,"Y",11,2,-0.126728629032879,1,13,1,9,1,1,2,"Y","Correct"
1156310,"Y",11,2,-0.126728629032879,1,13,1,9,1,1,2,"Y","Correct"
1156309,"Y",11,2,-0.126728629032879,1,13,1,9,1,1,2,"Y","Correct"
242510,"Y",11,2,-0.126728629032879,1,6,1,9,1,1,2,"Y","Correct"
242508,"Y",11,2,-0.126728629032879,1,6,1,9,1,1,2,"Y","Correct"
1447260,"Y",11,2,-0.126728629032879,1,6,1,9,1,1,2,"Y","Correct"
1447261,"Y",11,2,-0.126728629032879,1,6,1,9,1,1,2,"Y","Correct"
3935,"Y",4,5,-0.110677291176123,1,15,2,1,1,1,2,"Y","Correct"
3934,"N",4,5,-0.110677291176123,1,15,2,1,1,1,2,"N","Correct"
3938,"N",4,7,-0.0812498384387381,1,15,1,9,1,3,2,"N","Correct"
6295925,"Y",1,6,-0.126728629032879,1,7,2,1,1,1,1,"N","Incorrect"
4056,"Y",1,6,0.583543071128558,1,19,2,9,1,1,2,"Y","Correct"
3089635,"Y",11,5,-0.126728629032879,1,13,2,1,1,1,1,"Y","Correct"
7631700,"Y",11,5,-0.126728629032879,1,6,2,1,1,1,2,"Y","Correct"
6939093,"Y",11,5,-0.126728629032879,5,10,2,1,1,1,1,"Y","Correct"
1265051,"Y",11,5,-0.126728629032879,1,4,2,1,1,1,1,"Y","Correct"
3194815,"Y",11,5,-0.126728629032879,1,13,2,1,1,1,1,"Y","Correct"
5305446,"Y",11,5,-0.126728629032879,5,5,2,1,1,1,1,"Y","Correct"
6058067,"Y",11,5,-0.126728629032879,1,4,2,1,1,1,1,"Y","Correct"
2159742,"Y",11,5,-0.126728629032879,5,5,2,1,1,1,1,"Y","Correct"
2127680,"Y",11,5,-0.126728629032879,1,16,2,1,1,1,2,"Y","Correct"
1306687,"Y",11,5,-0.126728629032879,5,5,2,1,1,1,1,"Y","Correct"
5414270,"Y",11,5,0.0899644320333221,5,3,2,1,1,1,1,"Y","Correct"
4088,"Y",11,5,0.568829344759865,5,17,2,9,1,1,2,"Y","Correct"
2090423,"N",6,6,-0.126728629032879,3,3,2,9,1,1,1,"N","Correct"
3807935,"N",6,6,-0.126728629032879,3,3,2,9,1,1,2,"N","Correct"
592256,"N",6,6,-0.124053406056753,3,3,2,9,1,1,1,"N","Correct"
2090422,"Y",6,6,-0.126728629032879,3,3,2,9,1,1,1,"Y","Correct"
3807934,"Y",6,6,-0.126728629032879,3,3,2,9,1,1,2,"Y","Correct"
592255,"Y",6,6,-0.124053406056753,3,3,2,9,1,1,1,"Y","Correct"
3277908,"Y",6,6,-0.126728629032879,3,3,2,9,1,1,1,"Y","Correct"
2663288,"Y",6,6,-0.126728629032879,3,3,2,9,1,1,1,"Y","Correct"
3277907,"N",6,6,-0.126728629032879,3,3,2,9,1,1,1,"N","Correct"
2663287,"N",6,6,-0.126728629032879,3,3,2,9,1,1,1,"N","Correct"
2829430,"N",6,6,-0.126728629032879,3,3,2,9,1,1,1,"N","Correct"
5835550,"N",6,6,-0.108002068199997,3,3,2,9,1,1,1,"N","Correct"
2829431,"Y",6,6,-0.126728629032879,3,3,2,9,1,1,1,"Y","Correct"
5835549,"Y",6,6,-0.108002068199997,3,3,2,9,1,1,1,"Y","Correct"
6669195,"Y",4,3,-0.126728629032879,1,7,4,3,1,1,1,"Y","Correct"
828795,"Y",4,3,-0.126728629032879,1,4,2,3,1,1,2,"Y","Correct"
6798108,"Y",4,3,-0.126728629032879,5,5,4,3,1,1,1,"Y","Correct"
6669196,"Y",4,3,-0.126728629032879,1,7,2,3,1,1,1,"Y","Correct"
828794,"Y",4,3,-0.126728629032879,1,4,4,3,1,1,2,"Y","Correct"
3234407,"Y",4,3,-0.126728629032879,1,4,4,3,1,1,2,"Y","Correct"
2802275,"Y",4,3,-0.126728629032879,1,4,2,3,1,1,2,"Y","Correct"
4264126,"Y",4,3,-0.126728629032879,1,4,2,3,1,1,1,"Y","Correct"
6402047,"Y",4,3,-0.126728629032879,1,4,4,3,1,1,1,"Y","Correct"
2802276,"Y",4,3,-0.126728629032879,1,4,4,3,1,1,2,"Y","Correct"
4264125,"Y",4,3,-0.126728629032879,1,4,4,3,1,1,1,"Y","Correct"
6798109,"Y",4,3,-0.126728629032879,5,5,2,3,1,1,1,"Y","Correct"
6003011,"Y",4,3,-0.126728629032879,1,4,4,3,1,1,2,"Y","Correct"
3234405,"Y",4,3,-0.126728629032879,1,4,2,3,1,1,2,"Y","Correct"
6003013,"Y",4,3,-0.126728629032879,1,4,2,3,1,1,2,"Y","Correct"
6402048,"Y",4,3,-0.126728629032879,1,4,2,3,1,1,1,"Y","Correct"
3116172,"Y",4,3,-0.126728629032879,1,4,4,3,1,1,2,"Y","Correct"
4184,"Y",4,3,2.12045867091291,1,19,4,9,1,1,2,"Y","Correct"
3116173,"Y",4,3,-0.126728629032879,1,4,2,3,1,1,2,"Y","Correct"
4185,"Y",4,3,2.12045867091291,1,19,2,9,1,1,2,"Y","Correct"
1158438,"Y",9,2,-0.126728629032879,1,13,1,1,1,1,2,"Y","Correct"
6276039,"Y",9,2,-0.126728629032879,1,13,1,1,1,1,2,"Y","Correct"
4576294,"Y",9,2,-0.126728629032879,1,13,1,1,1,1,2,"Y","Correct"
6105544,"Y",9,2,-0.126728629032879,1,13,1,1,1,1,2,"Y","Correct"
7157349,"Y",9,2,-0.126728629032879,1,13,1,1,1,1,2,"Y","Correct"
1009233,"Y",9,2,-0.126728629032879,1,8,1,1,1,1,2,"Y","Correct"
3942438,"Y",9,2,-0.126728629032879,1,4,1,1,1,1,1,"Y","Correct"
5310100,"Y",9,2,-0.126728629032879,1,13,1,1,1,1,2,"Y","Correct"
3008061,"Y",9,2,-0.126728629032879,1,13,1,1,1,1,2,"Y","Correct"
4744176,"Y",9,2,-0.126728629032879,1,13,1,1,1,1,2,"Y","Correct"
6881379,"Y",9,2,-0.126728629032879,1,6,1,1,1,1,2,"Y","Correct"
4191443,"Y",9,2,-0.126728629032879,1,6,1,1,1,1,2,"Y","Correct"
1070982,"Y",9,2,-0.126728629032879,1,6,1,1,1,1,2,"Y","Correct"
7472631,"Y",9,2,-0.126728629032879,1,1,1,1,1,1,1,"Y","Correct"
4232,"Y",9,2,0.213024688935115,1,18,1,9,1,1,2,"Y","Correct"
2914905,"Y",6,3,-0.126728629032879,3,3,2,1,1,1,1,"Y","Correct"
5146955,"Y",6,3,-0.126728629032879,3,3,2,1,1,1,2,"Y","Correct"
2839549,"Y",6,3,-0.116027737128375,3,3,2,9,1,1,1,"Y","Correct"
1729613,"N",13,2,-0.126728629032879,1,4,2,1,2,1,1,"N","Correct"
2693295,"N",13,2,-0.126728629032879,5,5,2,1,2,1,1,"N","Correct"
1602168,"N",13,2,-0.126728629032879,5,5,2,1,2,1,1,"N","Correct"
1084368,"N",13,2,-0.126728629032879,5,5,2,1,2,1,1,"N","Correct"
2693293,"Y",13,2,-0.126728629032879,5,5,4,1,1,1,1,"Y","Correct"
1602169,"Y",13,2,-0.126728629032879,5,5,4,1,1,1,1,"Y","Correct"
1729614,"Y",13,2,-0.126728629032879,1,4,4,1,1,1,1,"Y","Correct"
4337,"N",13,2,-0.00901881808333769,5,17,2,1,2,1,2,"N","Correct"
1084367,"Y",13,2,-0.126728629032879,5,5,4,1,1,1,1,"Y","Correct"
4336,"Y",13,2,-0.00901881808333769,5,17,4,1,1,1,2,"Y","Correct"
3670579,"N",13,2,-0.126728629032879,1,16,2,1,2,1,2,"N","Correct"
3670580,"Y",13,2,-0.126728629032879,1,16,4,1,1,1,2,"Y","Correct"
1964381,"Y",10,5,-0.126728629032879,1,4,2,1,1,1,1,"Y","Correct"
1196061,"Y",10,5,-0.126728629032879,5,10,2,1,1,1,1,"Y","Correct"
4769060,"Y",10,5,-0.126728629032879,1,4,2,1,1,1,1,"Y","Correct"
1964383,"Y",10,5,-0.126728629032879,1,4,2,1,1,1,1,"Y","Correct"
1196060,"Y",10,5,-0.126728629032879,5,10,2,1,1,1,1,"Y","Correct"
4769062,"Y",10,5,-0.126728629032879,1,4,2,1,1,1,1,"Y","Correct"
1964380,"Y",10,5,-0.126728629032879,1,4,2,1,1,1,1,"Y","Correct"
3695986,"Y",10,5,-0.126728629032879,5,5,2,1,1,1,1,"Y","Correct"
4769061,"Y",10,5,-0.126728629032879,1,4,2,1,1,1,1,"Y","Correct"
3695988,"Y",10,5,-0.126728629032879,5,5,2,1,1,1,1,"Y","Correct"
1404777,"Y",10,5,-0.126728629032879,5,5,2,1,1,1,1,"Y","Correct"
2841736,"Y",10,5,-0.126728629032879,1,13,2,1,1,1,1,"Y","Correct"
5560150,"Y",10,5,-0.126728629032879,1,13,2,1,1,1,1,"Y","Correct"
1404778,"Y",10,5,-0.126728629032879,5,5,2,1,1,1,1,"Y","Correct"
2841738,"Y",10,5,-0.126728629032879,1,13,2,1,1,1,1,"Y","Correct"
5560149,"Y",10,5,-0.126728629032879,1,13,2,1,1,1,1,"Y","Correct"
1404779,"Y",10,5,-0.126728629032879,5,5,2,1,1,1,1,"Y","Correct"
2841735,"Y",10,5,-0.126728629032879,1,13,2,1,1,1,1,"Y","Correct"
1969148,"Y",10,5,-0.126728629032879,5,5,2,1,1,1,1,"Y","Correct"
183028,"Y",10,5,-0.126728629032879,1,16,2,1,1,1,2,"Y","Correct"
1969146,"Y",10,5,-0.126728629032879,5,5,2,1,1,1,1,"Y","Correct"
183030,"Y",10,5,-0.126728629032879,1,16,2,1,1,1,2,"Y","Correct"
1969147,"Y",10,5,-0.126728629032879,5,5,2,1,1,1,1,"Y","Correct"
183031,"Y",10,5,-0.126728629032879,1,16,2,1,1,1,2,"Y","Correct"
5560148,"Y",10,5,-0.126728629032879,1,13,2,1,1,1,1,"Y","Correct"
1196059,"Y",10,5,-0.126728629032879,5,10,2,1,1,1,1,"Y","Correct"
3695989,"Y",10,5,-0.126728629032879,5,5,2,1,1,1,1,"Y","Correct"
4339,"Y",10,5,0.568829344759865,5,17,2,1,1,1,2,"Y","Correct"
4342,"Y",10,5,0.568829344759865,5,17,2,1,1,1,2,"Y","Correct"
4340,"Y",10,5,0.568829344759865,5,17,2,1,1,1,2,"Y","Correct"
7676748,"Y",10,5,-0.126728629032879,1,4,2,9,1,1,1,"Y","Correct"
2366510,"Y",10,5,-0.126728629032879,5,5,2,9,1,1,1,"Y","Correct"
120224,"Y",10,5,-0.126728629032879,1,4,2,9,1,1,2,"Y","Correct"
6319011,"Y",10,5,-0.126728629032879,1,16,2,9,1,1,2,"Y","Correct"
2191896,"Y",10,5,-0.126728629032879,1,4,2,9,1,1,1,"Y","Correct"
4384535,"Y",10,5,-0.126728629032879,1,16,2,9,1,1,2,"Y","Correct"
6303289,"Y",10,5,-0.126728629032879,1,8,2,9,1,1,1,"Y","Correct"
181647,"Y",10,5,-0.126728629032879,1,8,2,9,1,1,1,"Y","Correct"
4400,"Y",10,5,0.671825429340714,1,6,2,9,1,1,2,"Y","Correct"
4500373,"N",6,5,-0.126728629032879,1,10,2,1,1,1,1,"N","Correct"
7843233,"N",6,5,-0.126728629032879,1,10,2,1,1,1,1,"N","Correct"
1515039,"N",6,5,-0.126728629032879,1,10,2,1,1,1,1,"N","Correct"
4690275,"N",6,5,-0.126728629032879,1,11,2,1,1,1,2,"N","Correct"
